date,precipitation,temp_max,temp_min,wind,weather,month
2017-07-14,0.0,25.242538753160737,14.924262303856072,3.056323909222481,"(7, 'drizzle')",
2017-07-15,0.0,23.3375991374777,14.764394088755191,3.0716945094476813,"(7, 'sun')",
2017-07-16,0.0,25.05470021179603,12.51288548307663,1.6515547497327963,"(7, 'sun')",
2017-07-17,0.31254131054342094,22.2850424960455,12.99532209769773,3.061626530426731,"(7, 'rain')",
2017-07-18,0.0,28.055605388613788,13.156216987144925,3.280736464589376,"(7, 'sun')",
2017-07-19,0.0,22.798541595066226,13.067388931839389,3.765813926434381,"(7, 'sun')",
2017-07-20,3.1041281626307327,29.458809225347174,14.392566552801945,2.1028388967270213,"(7, 'sun')",
2017-07-21,2.11346990795203,26.289630333681693,15.417522834279657,2.3566213796741087,"(7, 'rain')",
2017-07-22,3.5366950457478254,29.18749805314101,15.010564507441392,3.0166683346897183,"(7, 'sun')",
2017-07-23,1.1223787259767322,28.630848656366098,13.809042883396996,2.2342502468017034,"(7, 'sun')",
2017-07-24,0.0,26.007470826049534,15.591751254259133,2.599750286144678,"(7, 'sun')",
2017-07-25,0.0,20.592297105970452,16.70664315123144,3.8188802598979237,"(7, 'sun')",
2017-07-26,1.0852697460732381,31.70931657381456,13.805698355045674,1.6118201070404232,"(7, 'drizzle')",
2017-07-27,0.0,26.87702691390134,12.794652604546942,3.676332830610092,"(7, 'sun')",
2017-07-28,2.111266665986439,25.880065055221124,15.14005425269671,2.7154158612203707,"(7, 'sun')",
2017-07-29,1.2621744088654854,23.178003559553954,15.09622384735455,1.9148207566207045,"(7, 'rain')",
2017-07-30,0.0,29.911914244037497,16.89212637584801,1.5468384145289198,"(7, 'sun')",
2017-07-31,2.2164101571025316,18.620619876649556,14.756526609804025,2.3631699507656077,"(7, 'sun')",
2017-08-01,0.0,28.128856312593495,14.419289030057422,1.7396547089384278,"(8, 'sun')",
2017-08-02,0.0,20.447926372696877,12.61352199783756,2.0888179281525647,"(8, 'drizzle')",
2017-08-03,0.0,23.312946043733046,15.372643321852763,1.281951906083684,"(8, 'sun')",
2017-08-04,0.4886622064323609,21.57809444411859,16.52164246728802,2.8602580092974663,"(8, 'sun')",
2017-08-05,0.0,30.528806804101876,16.12488949353802,3.6549609487795367,"(8, 'drizzle')",
2017-08-06,4.316511961704408,24.188975620280026,13.815330818135836,3.7074457870489588,"(8, 'sun')",
2017-08-07,10.501982493566969,25.329539334055358,14.531990043098041,3.5011714345098923,"(8, 'rain')",
2017-08-08,6.7031377138985935,26.095283988662846,15.86648946013136,4.113557739357507,"(8, 'drizzle')",
2017-08-09,1.468929414492428,24.662376728453633,13.606652090775578,2.9540997213820663,"(8, 'rain')",
2017-08-10,0.0,24.34514643690348,15.33732105937943,4.357946652251032,"(8, 'sun')",
2017-08-11,0.0,28.40829791080342,12.405421853729113,3.098662061319192,"(8, 'sun')",
2017-08-12,8.799560709347924,24.422342700297037,11.155115889245742,1.9693258809531184,"(8, 'rain')",
2017-08-13,0.0,20.0097365971453,13.295319331262888,1.4679969328696,"(8, 'sun')",
2017-08-14,2.1609982156639704,21.160306764433084,15.083050630070993,2.7784237873929776,"(8, 'sun')",
2017-08-15,0.8257213076156964,22.631192916360924,17.489328124062546,1.7109923946641106,"(8, 'rain')",
2017-08-16,8.561458157479622,27.65201547057952,17.216049579938804,0.8972221675006433,"(8, 'sun')",
2017-08-17,10.49608700333984,23.794557152213127,14.682787121860208,2.6283862753519767,"(8, 'sun')",
2017-08-18,0.0,26.9411419669626,14.963036351090274,2.91035765557995,"(8, 'sun')",
2017-08-19,1.515249249190456,28.301006441609424,17.981513940933997,2.729750974640497,"(8, 'rain')",
2017-08-20,0.0,25.14796547394951,15.020361723844594,2.661939762941106,"(8, 'sun')",
2017-08-21,0.0,20.56573091358853,16.860584226514774,1.5400499941746046,"(8, 'sun')",
2017-08-22,8.861231218661379,30.398804230001236,12.75546522621222,1.7862294038861595,"(8, 'sun')",
2017-08-23,0.0,28.559125964735035,14.762912809848915,4.474698092500613,"(8, 'sun')",
2017-08-24,9.99530894027295,18.6990585891394,13.978509949145533,3.029136178896047,"(8, 'rain')",
2017-08-25,2.4913727256679317,26.054156073221282,17.461270908248714,2.7587463611962324,"(8, 'drizzle')",
2017-08-26,1.3931761745072953,27.86810079493101,16.1531051881482,0.5956093338413302,"(8, 'sun')",
2017-08-27,10.790094555980696,23.734435040622312,13.486194675036561,3.359090015769163,"(8, 'rain')",
2017-08-28,2.869730701378637,23.800876420735563,13.631673469520816,1.2920691880029138,"(8, 'sun')",
2017-08-29,4.8294993619646105,26.189259347931625,14.145653462081187,3.2372642814619073,"(8, 'sun')",
2017-08-30,2.991992461093892,21.099216826404145,12.133487865214061,1.984213027227811,"(8, 'sun')",
2017-08-31,0.0,27.307561567862884,15.032976639332746,3.389030521421937,"(8, 'rain')",
2017-09-01,0.4416498112519758,25.60211948389687,14.806622993191285,4.139332212447888,"(9, 'sun')",
2017-09-02,5.003227633952122,21.315067056178687,10.584382435359975,2.180835139167137,"(9, 'sun')",
2017-09-03,0.0,27.713351309673577,8.950713336717744,4.9535946910951445,"(9, 'rain')",
2017-09-04,0.0,20.40879802045822,15.272280134637883,3.419266516581935,"(9, 'fog')",
2017-09-05,7.743545587663279,20.470873835015066,11.070295436158954,2.8986451613630684,"(9, 'sun')",
2017-09-06,3.7546676122654854,26.200405586058295,13.198268439471164,2.369412827396058,"(9, 'fog')",
2017-09-07,0.3768881322644262,20.297213694196273,13.199378835125206,1.6686423857609,"(9, 'rain')",
2017-09-08,17.82809998637976,21.6915256632293,11.506922336986456,1.704488616644803,"(9, 'sun')",
2017-09-09,0.0,23.12804123758098,10.785517835744976,4.737920023713779,"(9, 'rain')",
2017-09-10,10.648317930120964,21.53820103323812,14.367762471969503,4.352914921274259,"(9, 'sun')",
2017-09-11,8.366040329944052,25.779536547818232,13.936224177044124,5.359203454415974,"(9, 'sun')",
2017-09-12,0.0,21.943298723742483,14.832432192886008,3.6003075693118647,"(9, 'rain')",
2017-09-13,0.0,23.727439378100495,12.644016518480024,2.068960362880286,"(9, 'sun')",
2017-09-14,3.9975386331749063,26.17297521008168,14.670373121128998,2.7100258352554087,"(9, 'sun')",
2017-09-15,8.409793435065886,24.565720529838764,10.279378738241729,2.5975345945290242,"(9, 'fog')",
2017-09-16,4.105908622434687,21.883392460211557,12.341465490853903,5.352332896468178,"(9, 'rain')",
2017-09-17,8.185104895150797,25.801730794767884,10.733595121465179,3.027527547558835,"(9, 'sun')",
2017-09-18,0.0,26.82110562283638,12.817713298842257,1.8897719642907946,"(9, 'fog')",
2017-09-19,6.526341823156725,20.196212760693736,13.151865290120131,2.2884590364043467,"(9, 'sun')",
2017-09-20,0.0,20.402106070352286,12.821686534772683,0.14467486545288732,"(9, 'rain')",
2017-09-21,9.229530908716272,21.50998939180047,11.035339534335241,3.186813446356579,"(9, 'sun')",
2017-09-22,3.423178664075099,24.44548739644577,12.620771723048204,1.4005168753036399,"(9, 'sun')",
2017-09-23,3.379130006811688,18.292492906781714,12.245366124162526,2.3253472372780606,"(9, 'drizzle')",
2017-09-24,10.416522068723667,23.166322906293274,14.066540941385963,3.3273573514424815,"(9, 'sun')",
2017-09-25,12.636616727455575,23.077845783890808,13.597643080010668,3.2669759822202735,"(9, 'fog')",
2017-09-26,2.3474034138636504,21.926936585391665,15.964811792311913,1.733779032296477,"(9, 'rain')",
2017-09-27,11.045673352837474,20.011493882379096,12.65583654968195,3.0525735355841435,"(9, 'sun')",
2017-09-28,0.0,25.992701024822487,13.723865042744876,1.3597986759493086,"(9, 'fog')",
2017-09-29,0.0,24.597488267931706,11.496073960914098,2.4174185161944046,"(9, 'sun')",
2017-09-30,2.6574053538074693,30.464457560642337,7.304590346093583,2.492783869615005,"(9, 'sun')",
2017-10-01,0.0,21.560304563563133,8.263717134847177,2.539947301295514,"(10, 'sun')",
2017-10-02,18.599085436058626,25.160527341672715,7.989818059242781,2.575527489614092,"(10, 'fog')",
2017-10-03,16.77983810044886,17.132861249553777,8.92339053469948,4.838784658660467,"(10, 'rain')",
2017-10-04,6.184271183153909,16.636710430801013,10.134006072957472,2.3810694667538024,"(10, 'rain')",
2017-10-05,0.0,15.64060159322311,7.874508760095576,3.5777901462644297,"(10, 'sun')",
2017-10-06,18.73984333839429,18.172925043331848,6.68574127096587,0.420207599466889,"(10, 'fog')",
2017-10-07,8.228239388526,20.33733825116003,12.0489573741283,2.736851691600712,"(10, 'rain')",
2017-10-08,10.400578046873026,16.572192027786045,12.457346256681465,3.368549754725618,"(10, 'rain')",
2017-10-09,17.57516290420701,21.15431527511464,7.780207691928631,3.1703064641578047,"(10, 'rain')",
2017-10-10,0.0,18.15952023356741,8.443216798279096,0.0,"(10, 'rain')",
2017-10-11,7.737497903121529,12.00025436979546,7.133072954629158,1.1814079653430698,"(10, 'rain')",
2017-10-12,9.043565960050705,11.755675620943528,9.26078992509144,1.6279202626217038,"(10, 'rain')",
2017-10-13,10.496962447412713,19.285277702334522,8.654928287682992,1.5277942966221771,"(10, 'sun')",
2017-10-14,5.6373785427965215,16.235354974404306,11.232179190303206,3.0090581018789515,"(10, 'sun')",
2017-10-15,0.0,14.767561646203607,8.25937577799959,2.162009001084338,"(10, 'sun')",
2017-10-16,18.667216217968527,25.280227799631966,8.494600587020976,3.1365916370736144,"(10, 'drizzle')",
2017-10-17,2.884773815039729,18.748316976059215,6.390060969394803,0.8881453117147378,"(10, 'fog')",
2017-10-18,6.818390692709177,14.68399887135444,11.286755985629313,2.9228503442574514,"(10, 'sun')",
2017-10-19,14.78396447923122,12.865691360033022,5.329016318389837,0.8448567546307424,"(10, 'sun')",
2017-10-20,5.760281469888905,16.89425803404221,7.910568279312789,3.020793274403716,"(10, 'fog')",
2017-10-21,10.978466270093705,16.350655397408033,6.959390508115224,4.095132745253652,"(10, 'sun')",
2017-10-22,2.9441065169740828,12.29086910305017,10.028961778966249,1.6527785796883414,"(10, 'sun')",
2017-10-23,0.0,22.43143670956079,11.765296657050293,2.09963657103607,"(10, 'rain')",
2017-10-24,7.0951356226264615,18.47813968425249,4.62398693929076,3.416943066550764,"(10, 'sun')",
2017-10-25,9.651359339509993,18.72756198236775,11.91933086634674,4.938049483614435,"(10, 'rain')",
2017-10-26,6.334079655808781,15.517375437158204,6.025793533546516,0.6331364821036427,"(10, 'sun')",
2017-10-27,1.6424467671531429,13.620840565739961,15.03506367262711,2.8608314189268076,"(10, 'rain')",
2017-10-28,5.110844054377036,18.968175910886973,4.292165269691511,3.234764551775477,"(10, 'sun')",
2017-10-29,0.0,9.49300205630717,7.848269803104978,2.350918186121568,"(10, 'sun')",
2017-10-30,0.0,23.694744107083896,10.194282759688372,4.197472714868804,"(10, 'rain')",
2017-10-31,0.0,14.2301648900207,13.744692834393863,1.721857642016186,"(10, 'rain')",
2017-11-01,3.3206886846110835,15.841796467791132,11.336165016290927,4.182829736157556,"(11, 'rain')",
2017-11-02,4.841871037651324,8.340403846020031,8.398488578738181,3.23655326481177,"(11, 'fog')",
2017-11-03,5.120211187590903,8.929968163872324,3.9780319958946815,4.046129918338295,"(11, 'rain')",
2017-11-04,0.0,10.868442242425093,-1.1302042084844892,4.117135339647295,"(11, 'rain')",
2017-11-05,14.28873270106357,7.80541416657339,-1.9441328285580122,5.74917026029417,"(11, 'fog')",
2017-11-06,0.0,12.172563518933869,1.3044337818778775,3.29108439194942,"(11, 'sun')",
2017-11-07,8.67966365341634,7.87541166907224,7.360408126025785,3.9387338913612346,"(11, 'sun')",
2017-11-08,21.980771593799748,9.003737407420708,-0.341452240308711,2.329563845158231,"(11, 'rain')",
2017-11-09,14.028053565779839,11.094021112510354,2.303756314404872,4.361864697066445,"(11, 'fog')",
2017-11-10,1.7340776710859078,10.07534570180118,4.891052508244163,0.0,"(11, 'rain')",
2017-11-11,3.3704114640970197,6.781433840472918,7.541966627953858,1.695353751347386,"(11, 'drizzle')",
2017-11-12,21.905459487918534,11.555041796853963,3.502021747514314,4.250677227172966,"(11, 'rain')",
2017-11-13,0.0,9.059855287632187,3.855601102688003,7.251914264807401,"(11, 'rain')",
2017-11-14,0.0,7.328784525757176,2.4024442427500694,6.998083685119306,"(11, 'rain')",
2017-11-15,2.863677139305629,10.53691638637,3.8194936171291705,2.1900290197305656,"(11, 'sun')",
2017-11-16,0.0,10.8944421928066,3.729442482419289,2.10990115031434,"(11, 'rain')",
2017-11-17,7.760390729073034,13.42850776138533,-5.14533010417943,3.4702111485417975,"(11, 'fog')",
2017-11-18,0.0,6.353585133691624,-1.9868980283467943,2.724087280084565,"(11, 'fog')",
2017-11-19,0.0,11.46610776659477,13.131784807177969,2.468764043123429,"(11, 'rain')",
2017-11-20,8.789633227433725,14.026299617575862,6.11577769070165,2.4017993925313776,"(11, 'sun')",
2017-11-21,5.101431175060704,7.886066261874858,10.773115520434668,5.650393198392907,"(11, 'rain')",
2017-11-22,0.0,18.61944957243231,5.87969548206003,3.410623117494254,"(11, 'rain')",
2017-11-23,0.0,11.778739063055802,5.457302899173784,3.698720220286768,"(11, 'rain')",
2017-11-24,9.672020159521661,10.075120918263776,4.958793033237318,5.5980608885243015,"(11, 'rain')",
2017-11-25,16.190872729455727,10.24407323303797,8.660521383239768,3.8757621909575986,"(11, 'rain')",
2017-11-26,1.4236240843564012,11.139875980647801,2.1267625519321323,0.9263130503117001,"(11, 'rain')",
2017-11-27,5.936765779374247,11.619332470273926,16.487397744598958,2.481572809769739,"(11, 'sun')",
2017-11-28,0.0,5.174701800360413,1.9957361371029219,3.9069067399240285,"(11, 'rain')",
2017-11-29,0.0,12.134771814551073,4.7628378074308495,7.497014044995798,"(11, 'drizzle')",
2017-11-30,23.516897261642907,9.777774345506643,7.2782504523490825,2.3004625725220214,"(11, 'rain')",
2017-12-01,15.49576634208772,4.908470991271482,3.0426330933049255,6.91121844581533,"(12, 'rain')",
2017-12-02,7.213313876292068,12.680656517894063,0.754821115582732,2.720081429205306,"(12, 'sun')",
2017-12-03,10.076658002818387,4.3392982881376,6.575361439751436,4.994371437312763,"(12, 'snow')",
2017-12-04,0.0,15.223934089875463,2.583455408943025,5.768224943477079,"(12, 'sun')",
2017-12-05,8.980575156978706,10.50157803774977,-4.188655162501896,5.099919214922936,"(12, 'sun')",
2017-12-06,8.324872764265276,7.681521511359278,7.210955726168827,1.8175524144413024,"(12, 'sun')",
2017-12-07,0.0,6.271539784631848,0.7074479603300001,5.027541056772248,"(12, 'rain')",
2017-12-08,7.497641892566289,11.931905913059756,6.690775688695923,1.0677526261077825,"(12, 'sun')",
2017-12-09,1.0724386068689662,4.6316206743348225,3.780074267618281,3.433921267042832,"(12, 'sun')",
2017-12-10,14.682482793967036,8.424763623992122,1.6272732187585073,3.986803499921684,"(12, 'sun')",
2017-12-11,0.0,9.051516642291508,-2.3959906210234783,2.731673174116758,"(12, 'rain')",
2017-12-12,0.0,7.72571373087257,6.803436570036432,6.065357353002417,"(12, 'rain')",
2017-12-13,0.0,9.67619181860694,2.6939532417531424,3.4109376365240736,"(12, 'rain')",
2017-12-14,9.470348973681903,13.391365947504827,1.6010347891084025,3.1639012608440527,"(12, 'rain')",
2017-12-15,1.5066830531460242,7.728974510278298,6.765331448694811,3.4386695149298196,"(12, 'sun')",
2017-12-16,9.973726230416101,7.275177762197429,6.102625034219953,1.9880093130306007,"(12, 'sun')",
2017-12-17,6.274246515804688,9.202982091538644,-0.6913296608103021,0.7902215322562491,"(12, 'rain')",
2017-12-18,0.0,9.958564810651758,0.8209106365647529,3.539821391197052,"(12, 'rain')",
2017-12-19,2.944010339115299,7.270567213648836,2.9046372684144135,4.16064842194775,"(12, 'rain')",
2017-12-20,14.465089930250514,7.14409634611691,7.157816290921698,5.616017895354671,"(12, 'rain')",
2017-12-21,10.48503626351481,8.97644336724296,7.265638036547097,4.067649263062845,"(12, 'rain')",
2017-12-22,11.613983432670407,10.75271043499139,4.560527384021246,4.509390459171523,"(12, 'rain')",
2017-12-23,14.991999669547756,8.45477446968097,0.7812882274701569,1.967490058399456,"(12, 'sun')",
2017-12-24,0.0,3.1192389753365513,5.639610178458416,3.360138405826105,"(12, 'rain')",
2017-12-25,7.671572266923452,9.937322459860004,7.731828224706333,3.7779889374815108,"(12, 'rain')",
2017-12-26,0.0,11.161099498794574,1.4954274255324567,6.2360773951424,"(12, 'snow')",
2017-12-27,10.920692984208161,8.519934067107055,-0.784983881035,2.744095592285432,"(12, 'rain')",
2017-12-28,0.0,2.18713857367527,1.5624661053507374,7.540604492624613,"(12, 'sun')",
2017-12-29,7.067769902316585,6.790953866096155,6.455808006910456,0.922442394325254,"(12, 'rain')",
2017-12-30,4.852270682394419,9.479714668489319,1.913467275692566,2.865047917101377,"(12, 'rain')",
2017-12-31,0.0,4.822946801192348,1.732196723794712,0.5753614396925459,"(12, 'rain')",
2018-01-01,8.072608491806575,10.705857366583173,-2.6012352405580574,1.8248971022050953,"(1, 'rain')",
2018-01-02,0.0,3.4027466095058934,6.6090443298754895,3.39986523016372,"(1, 'rain')",
2018-01-03,0.0,10.629695449208143,4.053160808901563,3.8526654071816036,"(1, 'fog')",
2018-01-04,0.0,7.2486188205158175,3.918335527685614,3.5298036859635493,"(1, 'rain')",
2018-01-05,4.133735081618922,6.580633287373002,2.9544879977845677,2.4741504652229374,"(1, 'rain')",
2018-01-06,7.548002410955149,4.179708446716122,4.63226784408163,3.6328089624153934,"(1, 'rain')",
2018-01-07,3.4364968624298484,10.638393174272963,3.6875121711096663,5.009939710088029,"(1, 'fog')",
2018-01-08,16.597198537715837,10.120470167575021,2.9135737738501444,3.0903667775117087,"(1, 'sun')",
2018-01-09,6.693074514049884,10.89659248055164,-0.5258730175221666,2.7276799820669537,"(1, 'rain')",
2018-01-10,3.219701928885042,5.039769827133899,4.356036271925419,0.4441455091145512,"(1, 'rain')",
2018-01-11,1.7565083830011825,8.550730773286528,7.9250562835244285,3.0233067831783016,"(1, 'rain')",
2018-01-12,2.5082524976071214,13.110656070100399,1.95964846252234,5.5517366608170775,"(1, 'sun')",
2018-01-13,8.789948750319807,4.048097239300589,4.332547541766258,1.08994145513832,"(1, 'rain')",
2018-01-14,15.405787183624412,2.270582786851892,1.604571590548291,3.4920800619328953,"(1, 'rain')",
2018-01-15,4.585009919806095,4.277896472792207,2.7781604916373324,4.868050997001799,"(1, 'rain')",
2018-01-16,2.909677142123109,9.420509937322988,4.3672884204944005,0.22474558453568738,"(1, 'fog')",
2018-01-17,0.0,3.17826630994795,5.523546139121482,4.196316908200826,"(1, 'rain')",
2018-01-18,0.0,11.319599622836957,5.585032726469466,2.192459520731761,"(1, 'fog')",
2018-01-19,15.95580566659969,6.877887361517821,1.2269290202240595,2.55099577017849,"(1, 'sun')",
2018-01-20,6.4207269832805185,11.033140134311813,3.4712346461594117,4.495296020073696,"(1, 'drizzle')",
2018-01-21,6.040144387817991,7.1237015873684895,5.4306753361661215,3.709229481821761,"(1, 'rain')",
2018-01-22,18.686159852633793,8.045849696056958,7.1539635815191325,0.0,"(1, 'drizzle')",
2018-01-23,8.782206627329346,6.62565161009678,3.1067656748615216,2.0374745113646986,"(1, 'rain')",
2018-01-24,12.181701985894737,10.383691946245449,-1.7182418188939903,3.1709753566394885,"(1, 'rain')",
2018-01-25,4.6292909079903755,11.12833573533192,1.0160382258926595,2.5985678754881483,"(1, 'rain')",
2018-01-26,10.147578551072625,8.999938610171851,3.0464538350123487,0.0,"(1, 'rain')",
2018-01-27,2.408774002489949,10.735589019683337,8.913529565954812,2.4024931482365877,"(1, 'drizzle')",
2018-01-28,6.246116004842828,3.5312454269757767,5.244553526779411,3.711763331476586,"(1, 'rain')",
2018-01-29,12.696808886344089,9.697840491959369,-1.5391498458864192,2.604846993310405,"(1, 'rain')",
2018-01-30,7.01510569980757,11.876232091577359,4.545933856878959,1.4054905229725154,"(1, 'rain')",
2018-01-31,5.685955578689066,10.262892599036586,7.193836223694026,2.9489945305234313,"(1, 'rain')",
2018-02-01,0.0,11.55388693905013,6.75829368826343,6.191713135939402,"(2, 'sun')",
2018-02-02,7.478229776033278,12.20336688239219,2.5375793383637264,3.683874455309513,"(2, 'rain')",
2018-02-03,9.723210621619259,5.0058863149553305,4.648507039169515,4.243981093630811,"(2, 'rain')",
2018-02-04,2.7527857938663027,6.308616257804191,5.824001159604216,3.863481806318077,"(2, 'snow')",
2018-02-05,1.943925970301737,16.269851979150367,1.9402553884954048,5.5035661399486155,"(2, 'sun')",
2018-02-06,9.939744587540433,9.444523111530957,0.14717055134538048,3.38310562513116,"(2, 'rain')",
2018-02-07,0.0,8.617480719602526,4.71453803042477,4.386210398961327,"(2, 'sun')",
2018-02-08,3.0538338842367074,4.688083310237311,7.052937461217395,3.381533779510585,"(2, 'sun')",
2018-02-09,11.137366572542103,7.377802579304557,4.844585688962909,1.7100377345166708,"(2, 'rain')",
2018-02-10,8.353979464548342,8.590086948541911,4.876706060041321,4.315320779922706,"(2, 'rain')",
2018-02-11,14.191670454089223,10.397118277059707,4.068493133348344,3.0928844175233188,"(2, 'snow')",
2018-02-12,4.865159475962949,12.751327143607591,0.06285911051046211,3.376888548642102,"(2, 'rain')",
2018-02-13,0.0,6.74397885476618,5.865397382743265,4.40404286187599,"(2, 'rain')",
2018-02-14,0.10582389811796,8.29097152076028,7.825142447512256,4.68788414210552,"(2, 'rain')",
2018-02-15,2.5971710438072977,7.817916402011825,5.771679484347529,0.8361531176709529,"(2, 'rain')",
2018-02-16,5.097957354945635,8.683357679149571,5.4371434026964955,3.7306066930347113,"(2, 'rain')",
2018-02-17,4.390739441212849,8.743561750919472,3.52982617111619,3.3197923217283813,"(2, 'sun')",
2018-02-18,4.598954279847152,11.400019122479712,3.461030850399271,3.9819780646332577,"(2, 'rain')",
2018-02-19,11.240423261652637,7.424985799728576,9.278829923804565,1.6463104779834152,"(2, 'rain')",
2018-02-20,8.903010042794621,11.280530076527658,3.019918380996323,3.1355891693661615,"(2, 'sun')",
2018-02-21,14.831620796126575,5.582214426071167,6.013435749425266,1.198120177018044,"(2, 'rain')",
2018-02-22,0.0,5.653118342290942,4.248091366215074,1.5757179674986017,"(2, 'rain')",
2018-02-23,3.2861066074533207,10.165581470116269,3.2537657191928555,2.8526161416394276,"(2, 'rain')",
2018-02-24,10.022912697255324,8.850896277912673,5.7373401780974005,5.907467279472389,"(2, 'rain')",
2018-02-25,0.0,11.932347489985226,6.164964475581634,2.9887495261508628,"(2, 'rain')",
2018-02-26,4.811111328154892,8.31359816298041,3.465508070513218,2.8062979036454085,"(2, 'snow')",
2018-02-27,0.0,14.673461854968732,1.120870075072141,4.692454263428011,"(2, 'sun')",
2018-02-28,0.0,11.464724983796946,4.929208719683617,3.847386752266084,"(2, 'sun')",
2018-03-01,0.0,11.089853695197665,5.827667289823634,3.599959272730731,"(3, 'rain')",
2018-03-02,0.0,10.56887546167449,9.228313171213209,1.8589858355934297,"(3, 'rain')",
2018-03-03,17.485499169015842,14.114624986353327,10.240583296839848,4.35340604300059,"(3, 'sun')",
2018-03-04,0.0,11.812897308874168,5.438434368590698,2.0286358098067074,"(3, 'rain')",
2018-03-05,0.0,11.322680666084379,3.132991262911567,4.795135463101063,"(3, 'sun')",
2018-03-06,5.328650573852685,11.558763756898083,-1.4124201973350443,1.9855367956220793,"(3, 'rain')",
2018-03-07,0.0,11.994264038929733,3.9958037857874604,2.434733399906052,"(3, 'rain')",
2018-03-08,9.597088740698762,17.092463376238683,7.675758210747826,3.4991763155033984,"(3, 'sun')",
2018-03-09,16.89723373303591,14.440425140892497,-1.3342826101058138,0.0,"(3, 'sun')",
2018-03-10,12.306162463895417,11.919782102900053,4.930243698918617,3.4781359532499003,"(3, 'snow')",
2018-03-11,4.178349107373621,16.518503293860366,-0.13741446451951855,6.775441117302617,"(3, 'sun')",
2018-03-12,8.314123040298833,17.77305424865969,6.171771031263727,5.537860223427885,"(3, 'snow')",
2018-03-13,1.9989055619581473,15.915347635406347,9.715870064730076,2.1498722370851335,"(3, 'sun')",
2018-03-14,10.114761187033398,8.501237909892652,6.225828405975757,4.3430219364933595,"(3, 'sun')",
2018-03-15,8.535346975052091,16.888929505849397,9.464970321517333,2.2994150651226732,"(3, 'sun')",
2018-03-16,0.7278630170051432,11.211899857954178,4.331351242465176,5.423147176190577,"(3, 'rain')",
2018-03-17,4.401850576363488,11.18608508095508,7.315528115073896,4.411836123149701,"(3, 'rain')",
2018-03-18,3.7919237747496504,13.99171146317093,3.622267348773958,2.417715071595124,"(3, 'rain')",
2018-03-19,0.0,3.1585392302461077,9.272055721711848,2.586886346428162,"(3, 'rain')",
2018-03-20,6.177666900662429,14.041854472172593,3.411057192727499,4.604998962532753,"(3, 'rain')",
2018-03-21,0.0,14.245609339954934,6.582767843601354,3.225181939357093,"(3, 'fog')",
2018-03-22,12.760635352574697,7.2170215716905775,3.8825716589709502,5.859855002381581,"(3, 'rain')",
2018-03-23,0.0,9.911213884481095,3.8509643029515903,2.2374727673673167,"(3, 'sun')",
2018-03-24,0.0,14.228438926916366,9.689682883068357,4.191056031751863,"(3, 'sun')",
2018-03-25,11.107735117903978,15.704812211000771,9.20204976439125,7.391034687611887,"(3, 'rain')",
2018-03-26,10.280337703952874,9.643290678772974,5.428181055644062,2.1417359584971645,"(3, 'sun')",
2018-03-27,4.711713582309361,10.771412501849996,3.9197186834398425,3.149728740861394,"(3, 'rain')",
2018-03-28,9.735299445313725,9.660442498180354,11.018544864779535,3.441019254898054,"(3, 'sun')",
2018-03-29,8.728922790756922,11.355229690966592,4.218877061387676,4.343337819443021,"(3, 'rain')",
2018-03-30,10.139952585698056,12.725423005387203,-0.5024194087569125,2.440663041783014,"(3, 'sun')",
2018-03-31,9.156410305804986,10.708028261633963,2.7521016339743194,5.177043822985027,"(3, 'sun')",
2018-04-01,3.267871308257199,20.436549073709063,7.169198573317856,3.438068326473332,"(4, 'rain')",
2018-04-02,1.7908013828001161,5.268412546981303,7.603433349844614,5.871583272517599,"(4, 'sun')",
2018-04-03,0.5687367172694002,13.808006498062248,3.2461173987151435,2.414540984321631,"(4, 'rain')",
2018-04-04,7.489519066308774,15.899352200483081,8.715431823026085,4.349393204650789,"(4, 'rain')",
2018-04-05,0.0,17.919538392746585,6.12570452107191,1.9656809464934433,"(4, 'rain')",
2018-04-06,7.660503282110242,6.881549852663738,8.20359972922599,2.956217193757242,"(4, 'sun')",
2018-04-07,0.0,20.10308502080802,4.624214978150801,3.575433304091631,"(4, 'rain')",
2018-04-08,0.0,10.91751741888486,8.197498121844053,4.674213690545102,"(4, 'sun')",
2018-04-09,5.795863130348393,10.671222494741668,6.545336773007707,4.621705515400668,"(4, 'rain')",
2018-04-10,6.685843687763244,18.419471633486573,7.635957363824611,2.4769928137680184,"(4, 'rain')",
2018-04-11,0.0,20.336345631364004,6.801776588388119,5.15600367218973,"(4, 'sun')",
2018-04-12,0.0,16.648051869018566,6.385822938546207,2.236565087845656,"(4, 'rain')",
2018-04-13,0.0,11.457946277572356,5.508520140084667,3.1990192333961756,"(4, 'sun')",
2018-04-14,0.0,14.306278694119731,5.715663049536107,2.92725538863352,"(4, 'rain')",
2018-04-15,6.183095299442227,20.84117692967154,8.36671021661972,2.4588885027856264,"(4, 'drizzle')",
2018-04-16,0.0,18.753131725946513,8.847868886539848,3.5358078304045657,"(4, 'rain')",
2018-04-17,6.800847713821869,13.893603738055205,9.842947453263147,2.564697668008095,"(4, 'rain')",
2018-04-18,9.940403667233099,14.831158825651395,6.3440374100656225,2.2977041032138468,"(4, 'sun')",
2018-04-19,0.3037407593090191,20.84052648958137,4.922908037714181,4.9402743674791845,"(4, 'sun')",
2018-04-20,10.455989566038276,19.514648504435268,6.246281652938762,3.1429391933032162,"(4, 'rain')",
